"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","AGEGROUP","SEX","Display Value","Numeric","Low","High","Comments"
"NCD_BMI_30A","PUBLISHED","1981","GLOBAL","","YEARS18-PLUS","MLE","3.8 [3.1-4.6]","3.80000","3.10000","4.60000",""
"NCD_BMI_30A","PUBLISHED","1998","AMR","","YEARS18-PLUS","BTSX","19.2 [17.9-20.4]","19.20000","17.90000","20.40000",""
"NCD_BMI_30A","PUBLISHED","1991","WPR","","YEARS18-PLUS","MLE","1.2 [0.9-1.4]","1.20000","0.90000","1.40000",""
"NCD_BMI_30A","PUBLISHED","2014","EUR","","YEARS18-PLUS","BTSX","22.4 [21.1-23.8]","22.40000","21.10000","23.80000",""
"NCD_BMI_30A","PUBLISHED","1985","AMR","","YEARS18-PLUS","FMLE","15.3 [13.2-17.5]","15.30000","13.20000","17.50000",""
"NCD_BMI_30A","PUBLISHED","1991","AFR","","YEARS18-PLUS","BTSX","4.0 [3.5-4.7]","4.00000","3.50000","4.70000",""
"NCD_BMI_30A","PUBLISHED","2002","EMR","","YEARS18-PLUS","MLE","9.2 [8.1-10.5]","9.20000","8.10000","10.50000",""
"NCD_BMI_30A","PUBLISHED","2009","EUR","","YEARS18-PLUS","MLE","18.4 [17.1-19.9]","18.40000","17.10000","19.90000",""
"NCD_BMI_30A","PUBLISHED","1996","WPR","","YEARS18-PLUS","BTSX","2.2 [1.9-2.5]","2.20000","1.90000","2.50000",""
"NCD_BMI_30A","PUBLISHED","1989","SEAR","","YEARS18-PLUS","BTSX","1.0 [0.8-1.2]","1.00000","0.80000","1.20000",""
"NCD_BMI_30A","PUBLISHED","2015","AMR","","YEARS18-PLUS","BTSX","28.0 [26.2-29.8]","28.00000","26.20000","29.80000",""
"NCD_BMI_30A","PUBLISHED","1980","EUR","","YEARS18-PLUS","BTSX","11.2 [9.8-12.9]","11.20000","9.80000","12.90000",""
"NCD_BMI_30A","PUBLISHED","2014","GLOBAL","","YEARS18-PLUS","MLE","10.8 [9.7-12.0]","10.80000","9.70000","12.00000",""
"NCD_BMI_30A","PUBLISHED","1986","AFR","","YEARS18-PLUS","MLE","1.1 [0.7-1.6]","1.10000","0.70000","1.60000",""
"NCD_BMI_30A","PUBLISHED","1993","AMR","","YEARS18-PLUS","MLE","13.9 [12.0-15.8]","13.90000","12.00000","15.80000",""
"NCD_BMI_30A","PUBLISHED","1975","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","MLE","2.9 [2.2-3.7]","2.90000","2.20000","3.70000",""
"NCD_BMI_30A","PUBLISHED","1975","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","4.7 [4.0-5.4]","4.70000","4.00000","5.40000",""
"NCD_BMI_30A","PUBLISHED","1997","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","MLE","6.1 [5.6-6.6]","6.10000","5.60000","6.60000",""
"NCD_BMI_30A","PUBLISHED","2001","SEAR","","YEARS18-PLUS","MLE","1.2 [0.9-1.5]","1.20000","0.90000","1.50000",""
"NCD_BMI_30A","PUBLISHED","1990","EMR","","YEARS18-PLUS","BTSX","9.9 [8.7-11.3]","9.90000","8.70000","11.30000",""
"NCD_BMI_30A","PUBLISHED","2002","GLOBAL","","YEARS18-PLUS","MLE","7.1 [6.6-7.6]","7.10000","6.60000","7.60000",""
"NCD_BMI_30A","PUBLISHED","1986","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","6.1 [5.7-6.7]","6.10000","5.70000","6.70000",""
"NCD_BMI_30A","PUBLISHED","1988","GLOBAL","","YEARS18-PLUS","MLE","4.7 [4.1-5.3]","4.70000","4.10000","5.30000",""
"NCD_BMI_30A","PUBLISHED","1985","EMR","","YEARS18-PLUS","MLE","4.6 [3.4-6.0]","4.60000","3.40000","6.00000",""
"NCD_BMI_30A","PUBLISHED","1979","WPR","","YEARS18-PLUS","BTSX","0.9 [0.7-1.2]","0.90000","0.70000","1.20000",""
"NCD_BMI_30A","PUBLISHED","2010","AMR","","YEARS18-PLUS","MLE","22.7 [20.7-24.6]","22.70000","20.70000","24.60000",""
"NCD_BMI_30A","PUBLISHED","1984","SEAR","","YEARS18-PLUS","MLE","0.3 [0.2-0.5]","0.30000","0.20000","0.50000",""
"NCD_BMI_30A","PUBLISHED","1995","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","9.5 [9.0-10.1]","9.50000","9.00000","10.10000",""
"NCD_BMI_30A","PUBLISHED","2013","WPR","","YEARS18-PLUS","BTSX","5.5 [4.6-6.4]","5.50000","4.60000","6.40000",""
"NCD_BMI_30A","PUBLISHED","1997","EUR","","YEARS18-PLUS","BTSX","16.2 [15.4-17.1]","16.20000","15.40000","17.10000",""
"NCD_BMI_30A","PUBLISHED","1981","AMR","","YEARS18-PLUS","BTSX","11.5 [10.0-13.1]","11.50000","10.00000","13.10000",""
"NCD_BMI_30A","PUBLISHED","2014","AFR","","YEARS18-PLUS","FMLE","14.5 [13.1-16.0]","14.50000","13.10000","16.00000",""
"NCD_BMI_30A","PUBLISHED","1995","EUR","","YEARS18-PLUS","BTSX","15.6 [14.7-16.5]","15.60000","14.70000","16.50000",""
"NCD_BMI_30A","PUBLISHED","2001","AFR","","YEARS18-PLUS","MLE","2.7 [2.2-3.2]","2.70000","2.20000","3.20000",""
"NCD_BMI_30A","PUBLISHED","2005","EUR","","YEARS18-PLUS","FMLE","20.9 [19.7-22.2]","20.90000","19.70000","22.20000",""
"NCD_BMI_30A","PUBLISHED","2006","AFR","","YEARS18-PLUS","BTSX","7.6 [7.0-8.1]","7.60000","7.00000","8.10000",""
"NCD_BMI_30A","PUBLISHED","2012","EUR","","YEARS18-PLUS","BTSX","21.6 [20.4-22.8]","21.60000","20.40000","22.80000",""
"NCD_BMI_30A","PUBLISHED","1988","EUR","","YEARS18-PLUS","FMLE","16.4 [14.7-18.2]","16.40000","14.70000","18.20000",""
"NCD_BMI_30A","PUBLISHED","1987","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","8.1 [7.3-8.9]","8.10000","7.30000","8.90000",""
"NCD_BMI_30A","PUBLISHED","1975","EUR","","YEARS18-PLUS","MLE","6.4 [4.7-8.4]","6.40000","4.70000","8.40000",""
"NCD_BMI_30A","PUBLISHED","1998","GLOBAL","","YEARS18-PLUS","FMLE","10.1 [9.5-10.6]","10.10000","9.50000","10.60000",""
"NCD_BMI_30A","PUBLISHED","2007","EUR","","YEARS18-PLUS","MLE","17.5 [16.3-18.8]","17.50000","16.30000","18.80000",""
"NCD_BMI_30A","PUBLISHED","2013","EMR","","YEARS18-PLUS","FMLE","24.4 [22.3-26.6]","24.40000","22.30000","26.60000",""
"NCD_BMI_30A","PUBLISHED","2012","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","11.8 [11.3-12.3]","11.80000","11.30000","12.30000",""
"NCD_BMI_30A","PUBLISHED","2000","EMR","","YEARS18-PLUS","MLE","8.5 [7.4-9.8]","8.50000","7.40000","9.80000",""
"NCD_BMI_30A","PUBLISHED","1989","AFR","","YEARS18-PLUS","BTSX","3.7 [3.1-4.3]","3.70000","3.10000","4.30000",""
"NCD_BMI_30A","PUBLISHED","1996","AMR","","YEARS18-PLUS","BTSX","18.1 [16.9-19.4]","18.10000","16.90000","19.40000",""
"NCD_BMI_30A","PUBLISHED","1987","SEAR","","YEARS18-PLUS","BTSX","0.9 [0.7-1.1]","0.90000","0.70000","1.10000",""
"NCD_BMI_30A","PUBLISHED","1984","AFR","","YEARS18-PLUS","MLE","1.0 [0.6-1.5]","1.00000","0.60000","1.50000",""
"NCD_BMI_30A","PUBLISHED","2016","SEAR","","YEARS18-PLUS","MLE","3.3 [2.4-4.3]","3.30000","2.40000","4.30000",""
"NCD_BMI_30A","PUBLISHED","1987","WPR","","YEARS18-PLUS","FMLE","1.8 [1.4-2.2]","1.80000","1.40000","2.20000",""
"NCD_BMI_30A","PUBLISHED","2008","AMR","","YEARS18-PLUS","MLE","21.6 [19.8-23.5]","21.60000","19.80000","23.50000",""
"NCD_BMI_30A","PUBLISHED","2012","SEAR","","YEARS18-PLUS","FMLE","5.0 [4.2-6.0]","5.00000","4.20000","6.00000",""
"NCD_BMI_30A","PUBLISHED","1988","EMR","","YEARS18-PLUS","BTSX","9.3 [8.0-10.7]","9.30000","8.00000","10.70000",""
"NCD_BMI_30A","PUBLISHED","1999","SEAR","","YEARS18-PLUS","MLE","1.0 [0.8-1.3]","1.00000","0.80000","1.30000",""
"NCD_BMI_30A","PUBLISHED","2013","AMR","","YEARS18-PLUS","BTSX","27.0 [25.4-28.5]","27.00000","25.40000","28.50000",""
"NCD_BMI_30A","PUBLISHED","1980","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","7.0 [6.0-8.0]","7.00000","6.00000","8.00000",""
"NCD_BMI_30A","PUBLISHED","1982","SEAR","","YEARS18-PLUS","MLE","0.3 [0.2-0.5]","0.30000","0.20000","0.50000",""
"NCD_BMI_30A","PUBLISHED","2005","EMR","","YEARS18-PLUS","BTSX","15.3 [14.3-16.3]","15.30000","14.30000","16.30000",""
"NCD_BMI_30A","PUBLISHED","2015","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","14.7 [13.8-15.7]","14.70000","13.80000","15.70000",""
"NCD_BMI_30A","PUBLISHED","2004","WPR","","YEARS18-PLUS","FMLE","3.9 [3.3-4.6]","3.90000","3.30000","4.60000",""
"NCD_BMI_30A","PUBLISHED","1976","AMR","","YEARS18-PLUS","MLE","7.6 [5.6-10.0]","7.60000","5.60000","10.00000",""
"NCD_BMI_30A","PUBLISHED","1983","EMR","","YEARS18-PLUS","MLE","4.1 [2.9-5.6]","4.10000","2.90000","5.60000",""
"NCD_BMI_30A","PUBLISHED","2004","SEAR","","YEARS18-PLUS","BTSX","2.4 [2.1-2.7]","2.40000","2.10000","2.70000",""
"NCD_BMI_30A","PUBLISHED","1991","GLOBAL","","YEARS18-PLUS","FMLE","8.8 [8.1-9.5]","8.80000","8.10000","9.50000",""
"NCD_BMI_30A","PUBLISHED","1986","EUR","","YEARS18-PLUS","FMLE","15.8 [14.0-17.8]","15.80000","14.00000","17.80000",""
"NCD_BMI_30A","PUBLISHED","2004","AFR","","YEARS18-PLUS","BTSX","7.0 [6.5-7.6]","7.00000","6.50000","7.60000",""
"NCD_BMI_30A","PUBLISHED","2003","EUR","","YEARS18-PLUS","FMLE","20.4 [19.1-21.6]","20.40000","19.10000","21.60000",""
"NCD_BMI_30A","PUBLISHED","1987","AMR","","YEARS18-PLUS","FMLE","16.2 [14.1-18.3]","16.20000","14.10000","18.30000",""
"NCD_BMI_30A","PUBLISHED","1991","AMR","","YEARS18-PLUS","MLE","12.9 [11.1-14.9]","12.90000","11.10000","14.90000",""
"NCD_BMI_30A","PUBLISHED","1997","AFR","","YEARS18-PLUS","FMLE","8.2 [7.3-9.2]","8.20000","7.30000","9.20000",""
"NCD_BMI_30A","PUBLISHED","1985","WPR","","YEARS18-PLUS","FMLE","1.6 [1.3-2.1]","1.60000","1.30000","2.10000",""
"NCD_BMI_30A","PUBLISHED","2004","AMR","","YEARS18-PLUS","FMLE","24.9 [23.2-26.6]","24.90000","23.20000","26.60000",""
"NCD_BMI_30A","PUBLISHED","1978","SEAR","","YEARS18-PLUS","FMLE","0.8 [0.4-1.2]","0.80000","0.40000","1.20000",""
"NCD_BMI_30A","PUBLISHED","1979","EMR","","YEARS18-PLUS","FMLE","10.2 [7.4-13.5]","10.20000","7.40000","13.50000",""
"NCD_BMI_30A","PUBLISHED","1995","SEAR","","YEARS18-PLUS","FMLE","2.1 [1.7-2.6]","2.10000","1.70000","2.60000",""
"NCD_BMI_30A","PUBLISHED","1996","EMR","","YEARS18-PLUS","FMLE","16.4 [14.7-18.3]","16.40000","14.70000","18.30000",""
"NCD_BMI_30A","PUBLISHED","1980","AFR","","YEARS18-PLUS","FMLE","4.0 [2.9-5.4]","4.00000","2.90000","5.40000",""
"NCD_BMI_30A","PUBLISHED","2002","WPR","","YEARS18-PLUS","FMLE","3.6 [3.1-4.2]","3.60000","3.10000","4.20000",""
"NCD_BMI_30A","PUBLISHED","2016","AFR","","YEARS18-PLUS","MLE","5.6 [4.5-6.8]","5.60000","4.50000","6.80000",""
"NCD_BMI_30A","PUBLISHED","1975","GLOBAL","","YEARS18-PLUS","FMLE","6.4 [5.1-7.8]","6.40000","5.10000","7.80000",""
"NCD_BMI_30A","PUBLISHED","1979","AMR","","YEARS18-PLUS","BTSX","10.8 [9.2-12.4]","10.80000","9.20000","12.40000",""
"NCD_BMI_30A","PUBLISHED","1980","GLOBAL","","YEARS18-PLUS","MLE","3.7 [3.0-4.5]","3.70000","3.00000","4.50000",""
"NCD_BMI_30A","PUBLISHED","1994","EUR","","YEARS18-PLUS","MLE","12.2 [11.0-13.5]","12.20000","11.00000","13.50000",""
"NCD_BMI_30A","PUBLISHED","1993","GLOBAL","","YEARS18-PLUS","MLE","5.4 [4.9-6.0]","5.40000","4.90000","6.00000",""
"NCD_BMI_30A","PUBLISHED","2012","AFR","","YEARS18-PLUS","FMLE","13.7 [12.4-15.0]","13.70000","12.40000","15.00000",""
"NCD_BMI_30A","PUBLISHED","2001","EUR","","YEARS18-PLUS","FMLE","19.8 [18.6-21.0]","19.80000","18.60000","21.00000",""
"NCD_BMI_30A","PUBLISHED","1993","WPR","","YEARS18-PLUS","MLE","1.3 [1.1-1.6]","1.30000","1.10000","1.60000",""
"NCD_BMI_30A","PUBLISHED","1977","EUR","","YEARS18-PLUS","MLE","6.9 [5.3-8.8]","6.90000","5.30000","8.80000",""
"NCD_BMI_30A","PUBLISHED","1982","EUR","","YEARS18-PLUS","BTSX","11.8 [10.4-13.3]","11.80000","10.40000","13.30000",""
"NCD_BMI_30A","PUBLISHED","1976","SEAR","","YEARS18-PLUS","FMLE","0.7 [0.4-1.2]","0.70000","0.40000","1.20000",""
"NCD_BMI_30A","PUBLISHED","2011","EUR","","YEARS18-PLUS","MLE","19.4 [17.9-21.0]","19.40000","17.90000","21.00000",""
"NCD_BMI_30A","PUBLISHED","2008","AFR","","YEARS18-PLUS","BTSX","8.1 [7.5-8.8]","8.10000","7.50000","8.80000",""
"NCD_BMI_30A","PUBLISHED","1987","GLOBAL","","YEARS18-PLUS","FMLE","8.1 [7.3-8.9]","8.10000","7.30000","8.90000",""
"NCD_BMI_30A","PUBLISHED","2002","AMR","","YEARS18-PLUS","FMLE","23.9 [22.2-25.5]","23.90000","22.20000","25.50000",""
"NCD_BMI_30A","PUBLISHED","1992","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","MLE","5.2 [4.7-5.7]","5.20000","4.70000","5.70000",""
"NCD_BMI_30A","PUBLISHED","1976","WPR","","YEARS18-PLUS","MLE","0.5 [0.3-0.7]","0.50000","0.30000","0.70000",""
"NCD_BMI_30A","PUBLISHED","1998","WPR","","YEARS18-PLUS","BTSX","2.4 [2.1-2.7]","2.40000","2.10000","2.70000",""
"NCD_BMI_30A","PUBLISHED","1995","AFR","","YEARS18-PLUS","FMLE","7.6 [6.6-8.6]","7.60000","6.60000","8.60000",""
"NCD_BMI_30A","PUBLISHED","2011","EMR","","YEARS18-PLUS","FMLE","23.4 [21.5-25.4]","23.40000","21.50000","25.40000",""
"NCD_BMI_30A","PUBLISHED","1982","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","7.3 [6.4-8.3]","7.30000","6.40000","8.30000",""
"NCD_BMI_30A","PUBLISHED","2011","GLOBAL","","YEARS18-PLUS","MLE","9.7 [8.9-10.6]","9.70000","8.90000","10.60000",""
"NCD_BMI_30A","PUBLISHED","2015","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","MLE","10.8 [9.9-11.7]","10.80000","9.90000","11.70000",""
"NCD_BMI_30A","PUBLISHED","2010","SEAR","","YEARS18-PLUS","FMLE","4.6 [3.8-5.4]","4.60000","3.80000","5.40000",""
"NCD_BMI_30A","PUBLISHED","1993","SEAR","","YEARS18-PLUS","FMLE","1.9 [1.4-2.3]","1.90000","1.40000","2.30000",""
"NCD_BMI_30A","PUBLISHED","1990","GLOBAL","","YEARS18-PLUS","FMLE","8.6 [7.9-9.4]","8.60000","7.90000","9.40000",""
"NCD_BMI_30A","PUBLISHED","1977","EMR","","YEARS18-PLUS","FMLE","9.6 [6.6-13.1]","9.60000","6.60000","13.10000",""
"NCD_BMI_30A","PUBLISHED","2007","EMR","","YEARS18-PLUS","BTSX","16.2 [15.2-17.3]","16.20000","15.20000","17.30000",""
"NCD_BMI_30A","PUBLISHED","1994","EMR","","YEARS18-PLUS","FMLE","15.7 [13.8-17.7]","15.70000","13.80000","17.70000",""
"NCD_BMI_30A","PUBLISHED","1975","GLOBAL","","YEARS18-PLUS","MLE","3.2 [2.4-4.1]","3.20000","2.40000","4.10000",""
"NCD_BMI_30A","PUBLISHED","1981","WPR","","YEARS18-PLUS","BTSX","1.0 [0.8-1.3]","1.00000","0.80000","1.30000",""
"NCD_BMI_30A","PUBLISHED","1978","AFR","","YEARS18-PLUS","FMLE","3.7 [2.6-5.1]","3.70000","2.60000","5.10000",""
"NCD_BMI_30A","PUBLISHED","1982","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","MLE","3.7 [3.1-4.4]","3.70000","3.10000","4.40000",""
"NCD_BMI_30A","PUBLISHED","1992","GLOBAL","","YEARS18-PLUS","MLE","5.3 [4.8-5.8]","5.30000","4.80000","5.80000",""
"NCD_BMI_30A","PUBLISHED","2015","WPR","","YEARS18-PLUS","BTSX","6.1 [5.0-7.3]","6.10000","5.00000","7.30000",""
"NCD_BMI_30A","PUBLISHED","2006","SEAR","","YEARS18-PLUS","BTSX","2.7 [2.4-3.1]","2.70000","2.40000","3.10000",""
"NCD_BMI_30A","PUBLISHED","1978","AMR","","YEARS18-PLUS","MLE","8.2 [6.2-10.5]","8.20000","6.20000","10.50000",""
"NCD_BMI_30A","PUBLISHED","1999","EUR","","YEARS18-PLUS","BTSX","16.9 [16.0-17.7]","16.90000","16.00000","17.70000",""
"NCD_BMI_30A","PUBLISHED","2010","WPR","","YEARS18-PLUS","MLE","4.1 [3.3-5.1]","4.10000","3.30000","5.10000",""
"NCD_BMI_30A","PUBLISHED","2000","AFR","","YEARS18-PLUS","BTSX","6.0 [5.5-6.6]","6.00000","5.50000","6.60000",""
"NCD_BMI_30A","PUBLISHED","1987","GLOBAL","","YEARS18-PLUS","MLE","4.6 [4.0-5.2]","4.60000","4.00000","5.20000",""
"NCD_BMI_30A","PUBLISHED","1984","EUR","","YEARS18-PLUS","FMLE","15.3 [13.2-17.5]","15.30000","13.20000","17.50000",""
"NCD_BMI_30A","PUBLISHED","2015","EUR","","YEARS18-PLUS","MLE","21.4 [19.4-23.4]","21.40000","19.40000","23.40000",""
"NCD_BMI_30A","PUBLISHED","1975","WPR","","YEARS18-PLUS","FMLE","1.1 [0.7-1.7]","1.10000","0.70000","1.70000",""
"NCD_BMI_30A","PUBLISHED","2012","AMR","","YEARS18-PLUS","BTSX","26.4 [24.9-27.9]","26.40000","24.90000","27.90000",""
"NCD_BMI_30A","PUBLISHED","1976","WPR","","YEARS18-PLUS","BTSX","0.8 [0.6-1.1]","0.80000","0.60000","1.10000",""
"NCD_BMI_30A","PUBLISHED","1987","SEAR","","YEARS18-PLUS","MLE","0.4 [0.3-0.6]","0.40000","0.30000","0.60000",""
"NCD_BMI_30A","PUBLISHED","2013","AMR","","YEARS18-PLUS","MLE","24.3 [22.0-26.6]","24.30000","22.00000","26.60000",""
"NCD_BMI_30A","PUBLISHED","1986","GLOBAL","","YEARS18-PLUS","MLE","4.4 [3.8-5.1]","4.40000","3.80000","5.10000",""
"NCD_BMI_30A","PUBLISHED","2016","EUR","","YEARS18-PLUS","FMLE","24.5 [22.2-26.7]","24.50000","22.20000","26.70000",""
"NCD_BMI_30A","PUBLISHED","1983","GLOBAL","","YEARS18-PLUS","FMLE","7.5 [6.5-8.5]","7.50000","6.50000","8.50000",""
"NCD_BMI_30A","PUBLISHED","2014","AMR","","YEARS18-PLUS","FMLE","30.0 [27.5-32.4]","30.00000","27.50000","32.40000",""
"NCD_BMI_30A","PUBLISHED","1999","AFR","","YEARS18-PLUS","FMLE","8.9 [7.9-9.9]","8.90000","7.90000","9.90000",""
"NCD_BMI_30A","PUBLISHED","1989","WPR","","YEARS18-PLUS","FMLE","2.0 [1.6-2.4]","2.00000","1.60000","2.40000",""
"NCD_BMI_30A","PUBLISHED","2015","EMR","","YEARS18-PLUS","FMLE","25.5 [23.0-27.9]","25.50000","23.00000","27.90000",""
"NCD_BMI_30A","PUBLISHED","1978","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","MLE","3.2 [2.6-4.0]","3.20000","2.60000","4.00000",""
"NCD_BMI_30A","PUBLISHED","2014","EMR","","YEARS18-PLUS","MLE","14.7 [12.8-16.7]","14.70000","12.80000","16.70000",""
"NCD_BMI_30A","PUBLISHED","1981","AMR","","YEARS18-PLUS","MLE","9.1 [7.2-11.2]","9.10000","7.20000","11.20000",""
"NCD_BMI_30A","PUBLISHED","2000","GLOBAL","","YEARS18-PLUS","FMLE","10.5 [10.0-11.1]","10.50000","10.00000","11.10000",""
"NCD_BMI_30A","PUBLISHED","2001","AMR","","YEARS18-PLUS","BTSX","20.8 [19.6-22.0]","20.80000","19.60000","22.00000",""
"NCD_BMI_30A","PUBLISHED","1988","WPR","","YEARS18-PLUS","MLE","1.0 [0.7-1.2]","1.00000","0.70000","1.20000",""
"NCD_BMI_30A","PUBLISHED","1975","SEAR","","YEARS18-PLUS","BTSX","0.4 [0.2-0.7]","0.40000","0.20000","0.70000",""
"NCD_BMI_30A","PUBLISHED","2002","EMR","","YEARS18-PLUS","BTSX","13.9 [13.0-15.0]","13.90000","13.00000","15.00000",""
"NCD_BMI_30A","PUBLISHED","2012","AFR","","YEARS18-PLUS","MLE","4.6 [3.9-5.5]","4.60000","3.90000","5.50000",""
"NCD_BMI_30A","PUBLISHED","2003","EUR","","YEARS18-PLUS","BTSX","18.2 [17.4-19.1]","18.20000","17.40000","19.10000",""
"NCD_BMI_30A","PUBLISHED","1986","EUR","","YEARS18-PLUS","MLE","9.5 [8.1-10.9]","9.50000","8.10000","10.90000",""
"NCD_BMI_30A","PUBLISHED","2011","AFR","","YEARS18-PLUS","BTSX","9.0 [8.3-9.7]","9.00000","8.30000","9.70000",""
"NCD_BMI_30A","PUBLISHED","2007","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","12.3 [11.8-12.9]","12.30000","11.80000","12.90000",""
"NCD_BMI_30A","PUBLISHED","2006","WPR","","YEARS18-PLUS","MLE","3.2 [2.6-3.8]","3.20000","2.60000","3.80000",""
"NCD_BMI_30A","PUBLISHED","2001","EMR","","YEARS18-PLUS","FMLE","18.5 [17.0-20.2]","18.50000","17.00000","20.20000",""
"NCD_BMI_30A","PUBLISHED","2002","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","9.1 [8.8-9.5]","9.10000","8.80000","9.50000",""
"NCD_BMI_30A","PUBLISHED","1976","GLOBAL","","YEARS18-PLUS","MLE","3.3 [2.5-4.2]","3.30000","2.50000","4.20000",""
"NCD_BMI_30A","PUBLISHED","1991","EMR","","YEARS18-PLUS","BTSX","10.2 [9.0-11.5]","10.20000","9.00000","11.50000",""
"NCD_BMI_30A","PUBLISHED","1987","AMR","","YEARS18-PLUS","BTSX","13.8 [12.5-15.3]","13.80000","12.50000","15.30000",""
"NCD_BMI_30A","PUBLISHED","1992","SEAR","","YEARS18-PLUS","FMLE","1.8 [1.3-2.2]","1.80000","1.30000","2.20000",""
"NCD_BMI_30A","PUBLISHED","1989","AMR","","YEARS18-PLUS","FMLE","17.1 [15.1-19.1]","17.10000","15.10000","19.10000",""
"NCD_BMI_30A","PUBLISHED","1977","EMR","","YEARS18-PLUS","BTSX","6.2 [4.6-8.1]","6.20000","4.60000","8.10000",""
"NCD_BMI_30A","PUBLISHED","2007","WPR","","YEARS18-PLUS","FMLE","4.5 [3.8-5.4]","4.50000","3.80000","5.40000",""
"NCD_BMI_30A","PUBLISHED","1994","WPR","","YEARS18-PLUS","BTSX","1.9 [1.7-2.2]","1.90000","1.70000","2.20000",""
"NCD_BMI_30A","PUBLISHED","2000","AMR","","YEARS18-PLUS","FMLE","22.8 [21.1-24.5]","22.80000","21.10000","24.50000",""
"NCD_BMI_30A","PUBLISHED","1993","SEAR","","YEARS18-PLUS","BTSX","1.3 [1.0-1.5]","1.30000","1.00000","1.50000",""
"NCD_BMI_30A","PUBLISHED","1975","AFR","","YEARS18-PLUS","BTSX","2.0 [1.4-2.8]","2.00000","1.40000","2.80000",""
"NCD_BMI_30A","PUBLISHED","2008","WPR","","YEARS18-PLUS","BTSX","4.2 [3.7-4.8]","4.20000","3.70000","4.80000",""
"NCD_BMI_30A","PUBLISHED","1976","AMR","","YEARS18-PLUS","BTSX","9.8 [8.1-11.7]","9.80000","8.10000","11.70000",""
"NCD_BMI_30A","PUBLISHED","1979","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","MLE","3.3 [2.7-4.1]","3.30000","2.70000","4.10000",""
"NCD_BMI_30A","PUBLISHED","1992","EUR","","YEARS18-PLUS","BTSX","14.7 [13.7-15.7]","14.70000","13.70000","15.70000",""
"NCD_BMI_30A","PUBLISHED","1989","EMR","","YEARS18-PLUS","MLE","5.5 [4.3-6.9]","5.50000","4.30000","6.90000",""
"NCD_BMI_30A","PUBLISHED","2006","SEAR","","YEARS18-PLUS","FMLE","3.7 [3.2-4.4]","3.70000","3.20000","4.40000",""
"NCD_BMI_30A","PUBLISHED","1998","AFR","","YEARS18-PLUS","MLE","2.3 [1.8-2.8]","2.30000","1.80000","2.80000",""
"NCD_BMI_30A","PUBLISHED","1991","EUR","","YEARS18-PLUS","FMLE","17.2 [15.7-18.8]","17.20000","15.70000","18.80000",""
"NCD_BMI_30A","PUBLISHED","2005","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","9.9 [9.5-10.2]","9.90000","9.50000","10.20000",""
"NCD_BMI_30A","PUBLISHED","1990","EMR","","YEARS18-PLUS","FMLE","14.3 [12.1-16.5]","14.30000","12.10000","16.50000",""
"NCD_BMI_30A","PUBLISHED","2003","EMR","","YEARS18-PLUS","MLE","9.6 [8.5-10.9]","9.60000","8.50000","10.90000",""
"NCD_BMI_30A","PUBLISHED","1986","AFR","","YEARS18-PLUS","BTSX","3.2 [2.6-3.9]","3.20000","2.60000","3.90000",""
"NCD_BMI_30A","PUBLISHED","2005","SEAR","","YEARS18-PLUS","MLE","1.5 [1.2-1.9]","1.50000","1.20000","1.90000",""
"NCD_BMI_30A","PUBLISHED","1987","AFR","","YEARS18-PLUS","MLE","1.2 [0.8-1.7]","1.20000","0.80000","1.70000",""
"NCD_BMI_30A","PUBLISHED","2004","EUR","","YEARS18-PLUS","MLE","16.2 [15.0-17.4]","16.20000","15.00000","17.40000",""
"NCD_BMI_30A","PUBLISHED","1988","AMR","","YEARS18-PLUS","MLE","11.6 [9.8-13.6]","11.60000","9.80000","13.60000",""
"NCD_BMI_30A","PUBLISHED","2014","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","14.4 [13.5-15.3]","14.40000","13.50000","15.30000",""
"NCD_BMI_30A","PUBLISHED","2008","AMR","","YEARS18-PLUS","BTSX","24.4 [23.1-25.6]","24.40000","23.10000","25.60000",""
"NCD_BMI_30A","PUBLISHED","1981","WPR","","YEARS18-PLUS","MLE","0.6 [0.5-0.9]","0.60000","0.50000","0.90000",""
